Country,year,gdp,pp,carbonpercapital
India,1963,1242,478825602,0.2978
India,1964,1309,488848139,0.2856
India,1965,1229,499123328,0.3083
India,1966,1215,509631509,0.313
India,1967,1286,520400577,0.3069
India,1968,1290,531513834,0.3278
India,1969,1347,543084333,0.327
India,1970,1384,555189797,0.3276
India,1971,1364,567868021,0.3384
India,1972,1329,581087255,0.3497
India,1973,1360,594770136,0.3519
India,1974,1344,608802595,0.3549
India,1975,1430,623102900,0.3762
India,1976,1417,637630085,0.3842
India,1977,1494,652408766,0.3973
India,1978,1540,667499815,0.3946
India,1979,1427,682995348,0.4049
India,1980,1495,698952837,0.4178
India,1981,1557,715384997,0.4407
India,1982,1570,732239498,0.4448
India,1983,1663,749428958,0.4704
India,1984,1690,766833411,0.4719
India,1985,1720,784360012,0.5074
India,1986,1755,801975250,0.5321
India,1987,1793,819682095,0.556
India,1988,1938,837468938,0.5877
India,1989,2024,855334675,0.6327
India,1990,2087,873277799,0.6625
India,1991,2062.310303,891273202,0.6911
India,1992,2115.257324,909307018,0.7215
India,1993,2176.427734,927403866,0.731
India,1994,2254.898926,945601828,0.7582
India,1995,2355.963135,963922586,0.7906
India,1996,2475.568115,982365248,0.8407
India,1997,2514.021729,1000900028,0.8589
India,1998,2611.781494,1019483586,0.8609
India,1999,2707.740479,1038058154,0.9169
India,2000,2753.085449,1056575548,0.9265
India,2001,2837.855469,1075000094,0.9233
India,2002,2870.923584,1093317187,0.9357
India,2003,3035.922607,1111523146,0.9533
India,2004,3212.510986,1129623466,0.9963
India,2005,3396.648682,1147609924,1.0334
India,2006,3629.411133,1165486291,1.0809
India,2007,3870.698975,1183209471,1.1479
India,2008,4030.654297,1200669762,1.2183
India,2009,4270.708008,1217726217,1.3244
India,2010,4525.745605,1234281163,1.3594
India,2011,4768,1250287939,1.4238
India,2012,4932,1265780243,1.5513
India,2013,5172,1280842119,1.5903
India,2014,5458,1295600768,1.6871
India,2015,5794,1310152392,1.7315
India,2016,6125,1324517250,1.7986
India,2017,6449.113281,1338676779,1.8181
India,2018,6806.498535,1352642283,1.922
India,2019,,1366417756,
India,2020,,1380004385,
Indonesia,1952,1401,72274629,0.176
Indonesia,1953,1451,73820844,0.1772
Indonesia,1954,1517,75487888,0.1954
Indonesia,1955,1537,77273427,0.2697
Indonesia,1956,1533,79172800,0.2755
Indonesia,1957,1613,81179211,0.2761
Indonesia,1958,1530,83284051,0.2666
Indonesia,1959,1570,85477628,0.2792
Indonesia,1960,1613,87751066,0.2437
Indonesia,1961,1690,90098396,0.2886
Indonesia,1962,1653,92518373,0.2483
Indonesia,1963,1557,95015295,0.2396
Indonesia,1964,1583,97596728,0.2293
Indonesia,1965,1567,100267070,0.246
Indonesia,1966,1535,103025423,0.2269
Indonesia,1967,1470,105865576,0.2318
Indonesia,1968,1580,108779926,0.2534
Indonesia,1969,1739,111758566,0.2985
Indonesia,1970,1882,114793179,0.3118
Indonesia,1971,1946,117880146,0.3305
Indonesia,1972,2117,121017316,0.3579
Indonesia,1973,2375,124199693,0.3953
Indonesia,1974,2439,127422198,0.402
Indonesia,1975,2386,130680730,0.4127
Indonesia,1976,2536,133966940,0.4612
Indonesia,1977,2670,137278057,0.6004
Indonesia,1978,2727,140621731,0.668
Indonesia,1979,2810,144009844,0.6606
Indonesia,1980,2981,147447834,0.6434
Indonesia,1981,3119,150938222,0.6645
Indonesia,1982,2941,154468235,0.6835
Indonesia,1983,2994,158009248,0.6657
Indonesia,1984,3134,161523353,0.6962
Indonesia,1985,3143,164982452,0.737
Indonesia,1986,3269,168374287,0.7256
Indonesia,1987,3370,171702756,0.7215
Indonesia,1988,3500,174975953,0.7585
Indonesia,1989,3747,178209147,0.7389
Indonesia,1990,4007,181413398,0.8284
Indonesia,1991,4310.777832,184591897,0.9785
Indonesia,1992,4536.409668,187739786,1.0844
Indonesia,1993,4837.131348,190851184,1.1515
Indonesia,1994,5140.024902,193917458,1.1492
Indonesia,1995,5494.903809,196934257,1.1503
Indonesia,1996,5851.29541,199901231,1.276
Indonesia,1997,6055.848633,202826444,1.3841
Indonesia,1998,5203.57959,205724597,1.0498
Indonesia,1999,5186.713379,208615171,1.1694
Indonesia,2000,5384.386719,211513822,1.2989
Indonesia,2001,5526.147461,214427419,1.4147
Indonesia,2002,5720.281738,217357790,1.43
Indonesia,2003,5938.87793,220309473,1.5453
Indonesia,2004,6180.910156,223285666,1.5424
Indonesia,2005,6482.012207,226289468,1.5422
Indonesia,2006,6782.624512,229318262,1.5119
Indonesia,2007,7157.312988,232374239,1.6708
Indonesia,2008,7633.166016,235469755,1.5556
Indonesia,2009,7935.844238,238620554,1.6845
Indonesia,2010,8386.433594,241834226,1.8688
Indonesia,2011,8849,245115988,2.0593
Indonesia,2012,9285,248451714,2.0991
Indonesia,2013,9703,251805314,1.9701
Indonesia,2014,10090,255128076,1.9558
Indonesia,2015,10484,258383257,2.1343
Indonesia,2016,10911,261556386,2.1443
Indonesia,2017,11364.55371,264650968,2.1733
Indonesia,2018,11851.7373,267670549,2.2972
Indonesia,2019,,270625567,
Indonesia,2020,,273523621,
Iran,1952,2597,17933502,0.2282
Iran,1953,2531,18369052,0.2084
Iran,1954,2464,18822753,0.0555
Iran,1955,2397,19294136,0.8196
Iran,1956,2541,19782818,1.1529
Iran,1957,2817,20288542,1.0745
Iran,1958,3057,20811135,1.2123
Iran,1959,3226,21350565,1.1976
Iran,1960,3437,21906909,1.7053
Iran,1961,3622,22480371,1.624
Iran,1962,3586,23071309,1.6223
Iran,1963,3867,23680246,1.7443
Iran,1964,4026,24307855,1.9549
Iran,1965,4388,24954865,2.1526
Iran,1966,4686,25624380,2.5017
Iran,1967,5062,26317776,2.5793
Iran,1968,5659,27032576,3.0456
Iran,1969,6212,27764928,2.9908
Iran,1970,6677,28513872,3.219
Iran,1971,7296,29281583,3.4707
Iran,1972,8247,30075295,3.525
Iran,1973,8706,30905721,4.1894
Iran,1974,9210,31786481,4.5232
Iran,1975,9377,32729772,4.2534
Iran,1976,10665,33733975,4.638
Iran,1977,10205,34803041,4.7045
Iran,1978,8710,35960811,4.5078
Iran,1979,7678,37237145,4.3769
Iran,1980,6334,38650244,3.1175
Iran,1981,5887,40199911,2.8108
Iran,1982,6535,41869231,3.2905
Iran,1983,7108,43636838,3.428
Iran,1984,6951,45472792,3.2957
Iran,1985,6853,47347197,3.3763
Iran,1986,5984,49260263,2.9964
Iran,1987,5713,51193782,3.0973
Iran,1988,5249,53077312,3.2998
Iran,1989,5303,54822005,3.4694
Iran,1990,5620,56366212,3.7246
Iran,1991,6380.549805,57679025,3.9184
Iran,1992,7036.314941,58780376,3.8607
Iran,1993,6914.766602,59723761,3.9449
Iran,1994,6884.706055,60590608,4.3541
Iran,1995,7093.734863,61442658,4.4201
Iran,1996,7746.40918,62294919,4.3947
Iran,1997,8113.724121,63136309,4.2297
Iran,1998,8458.386719,63971836,4.7756
Iran,1999,8714.626953,64800875,5.8564
Iran,2000,9104.762695,65623397,5.6253
Iran,2001,9620.626953,66449111,5.9408
Iran,2002,10467.37012,67284801,5.9096
Iran,2003,11502.85254,68122947,6.0723
Iran,2004,12404.32324,68951279,6.4095
Iran,2005,13110.14258,69762345,6.644
Iran,2006,14185.75293,70554756,7.1382
Iran,2007,15467.10742,71336476,7.1865
Iran,2008,15739.98438,72120608,7.4132
Iran,2009,16575.07031,72924833,7.6658
Iran,2010,17751.33008,73762519,7.7244
Iran,2011,18024,74634959,7.7355
Iran,2012,16745,75539881,7.9791
Iran,2013,16248,76481963,7.9785
Iran,2014,16493,77465769,8.2855
Iran,2015,16253,78492208,8.0088
Iran,2016,16783,79563991,8.0107
Iran,2017,17686.80469,80673888,8.8288
Iran,2018,17011.30469,81800204,8.6449
Iran,2019,,82913893,
Iran,2020,,83992953,
Japan,1952,3724,85659438,1.5224
Japan,1953,3944,86869979,1.678
Japan,1954,4116,87980574,1.6201
Japan,1955,4417,89018255,1.5938
Japan,1956,4699,90004180,1.7848
Japan,1957,4999,90953812,2.0677
Japan,1958,5243,91877637,1.9718
Japan,1959,5665,92782242,2.076
Japan,1960,6354,93673612,2.482
Japan,1961,7055,94560714,2.9905
Japan,1962,7614,95458517,3.068
Japan,1963,8176,96389422,3.37
Japan,1964,9035,97379402,3.6855
Japan,1965,9459,98447007,3.9257
Japan,1966,10370,99596075,4.2095
Japan,1967,11400,100822283,4.8532
Japan,1968,12725,102124002,5.5023
Japan,1969,14145,103496032,6.3115
Japan,1970,15484,104929260,7.3189
Japan,1971,16004,106427102,7.4844
Japan,1972,17110,107976030,7.8922
Japan,1973,18226,109528514,8.3473
Japan,1974,17765,111022692,8.2353
Japan,1975,18082,112413362,7.726
Japan,1976,18600,113679190,7.9799
Japan,1977,19230,114827826,8.1273
Japan,1978,20060,115879222,7.7804
Japan,1979,20982,116867356,8.1552
Japan,1980,21404,117816942,8.0198
Japan,1981,21924,118732838,7.8061
Japan,1982,22440,119605254,7.5031
Japan,1983,22805,120427643,7.3148
Japan,1984,23548,121189269,7.7323
Japan,1985,24437,121883483,7.4858
Japan,1986,24992,122509119,7.4465
Japan,1987,25904,123072720,7.3333
Japan,1988,27393,123584522,7.974
Japan,1989,28601,124058517,8.2355
Japan,1990,29949,124505243,9.3009
Japan,1991,30837.43164,124929764,9.3628
Japan,1992,30977.81445,125331300,9.4102
Japan,1993,30920.66016,125707407,9.3259
Japan,1994,31135.42773,126053127,9.7362
Japan,1995,31887.27734,126365486,9.8098
Japan,1996,32784.15625,126644099,9.8823
Japan,1997,33038.29297,126892745,9.8097
Japan,1998,32558.1875,127117436,9.4794
Japan,1999,32394.51563,127326063,9.7514
Japan,2000,33210.80859,127524168,9.9148
Japan,2001,33246.39063,127713824,9.7857
Japan,2002,33195.40234,127893075,10.0015
Japan,2003,33619.94922,128058368,10.0538
Japan,2004,34313.55859,128204183,10.0064
Japan,2005,34857.75391,128326115,10.0554
Japan,2006,35333.11328,128422740,9.8687
Japan,2007,35892.71094,128494050,10.1416
Japan,2008,35496.22656,128538644,9.5871
Japan,2009,33590.01172,128555196,9.0484
Japan,2010,35011.40234,128542349,9.4507
Japan,2011,34979,128498966,9.8434
Japan,2012,35580,128423571,10.1695
Japan,2013,36354,128314189,10.251
Japan,2014,36537,128168630,9.8599
Japan,2015,37031,127985139,9.5589
Japan,2016,37465,127763267,9.4215
Japan,2017,38414.86328,127502728,9.3184
Japan,2018,38673.80859,127202190,8.9893
Japan,2019,,126860299,
Japan,2020,,126476458,
Mexico,1952,3706,29590077,1.2576
Mexico,1953,3602,30468850,1.2047
Mexico,1954,3851,31388572,1.1555
Mexico,1955,4060,32350593,1.226
Mexico,1956,4213,33355184,1.2632
Mexico,1957,4403,34401536,1.4324
Mexico,1958,4501,35487956,1.5219
Mexico,1959,4497,36612111,1.592
Mexico,1960,4723,37771861,1.6693
Mexico,1961,4807,38966049,1.6743
Mexico,1962,4881,40195318,1.5858
Mexico,1963,5118,41462373,1.5989
Mexico,1964,5555,42771077,1.7348
Mexico,1965,5737,44123863,1.7036
Mexico,1966,5950,45519746,1.776
Mexico,1967,6132,46956208,1.9168
Mexico,1968,6432,48431971,1.9385
Mexico,1969,6629,49945278,2.0458
Mexico,1970,6873,51493565,2.2129
Mexico,1971,6912,53076366,2.3775
Mexico,1972,7256,54689944,2.4186
Mexico,1973,7597,56324310,2.5577
Mexico,1974,7801,57966812,2.6692
Mexico,1975,8011,59607947,2.7536
Mexico,1976,8131,61242189,3.0002
Mexico,1977,8177,62869908,3.0602
Mexico,1978,8690,64494872,3.4439
Mexico,1979,9307,66123907,3.6335
Mexico,1980,9929,67761367,3.9513
Mexico,1981,10538,69407623,4.0876
Mexico,1982,10240,71058650,4.2768
Mexico,1983,9656,72709306,3.8175
Mexico,1984,9777,74352631,3.7208
Mexico,1985,9785,75983486,3.782
Mexico,1986,9283,77599105,3.7811
Mexico,1987,9256,79200081,3.8639
Mexico,1988,9193,80788725,3.7835
Mexico,1989,9392,82368930,3.9272
Mexico,1990,9699,83943135,3.7769
Mexico,1991,10008.55078,85512621,3.8606
Mexico,1992,10262.21094,87075136,3.8218
Mexico,1993,10357.8291,88625440,3.8146
Mexico,1994,10721.00781,90156396,3.8991
Mexico,1995,9944.953125,91663290,3.6176
Mexico,1996,10386.49902,93147045,3.712
Mexico,1997,11030.34277,94611008,3.8964
Mexico,1998,11510.87695,96056313,4.043
Mexico,1999,11894.20313,97484823,4.0059
Mexico,2000,12613.39648,98899845,4.0047
Mexico,2001,12565.46484,100298152,4.0948
Mexico,2002,12645.50391,101684764,4.0514
Mexico,2003,12793.95605,103081020,4.2467
Mexico,2004,13287.59961,104514934,4.199
Mexico,2005,13655.80078,106005199,4.3771
Mexico,2006,14287.55859,107560155,4.4307
Mexico,2007,14684.72754,109170503,4.3948
Mexico,2008,14808.08984,110815272,4.4487
Mexico,2009,14026.98926,112463886,4.2316
Mexico,2010,14697.29785,114092961,4.065
Mexico,2011,15210,115695468,4.1848
Mexico,2012,15639,117274156,4.232
Mexico,2013,15680,118827158,4.1247
Mexico,2014,15856,120355137,3.9976
Mexico,2015,16096,121858251,3.9552
Mexico,2016,16133,123333379,3.9146
Mexico,2017,16308.64063,124777326,3.6854
Mexico,2018,16494.07813,126190782,3.6081
Mexico,2019,,127575529,
Mexico,2020,,128932753,
Nepal,1952,835,8834698,0.0033
Nepal,1953,877,8999194,0.0041
Nepal,1954,886,9159320,0.0044
Nepal,1955,894,9316916,0.0047
Nepal,1956,925,9473411,0.005
Nepal,1957,915,9629865,0.0057
Nepal,1958,956,9786976,0.006
Nepal,1959,971,9945213,0.0066
Nepal,1960,980,10105060,0.008
Nepal,1961,990,10267260,0.0079
Nepal,1962,998,10433147,0.0084
Nepal,1963,1006,10604620,0.0093
Nepal,1964,1012,10783958,0.0139
Nepal,1965,1019,10972912,0.0164
Nepal,1966,1071,11172530,0.0171
Nepal,1967,1034,11382965,0.0187
Nepal,1968,1023,11603921,0.0218
Nepal,1969,1049,11834657,0.0337
Nepal,1970,1055,12074628,0.0188
Nepal,1971,1022,12323984,0.0161
Nepal,1972,1034,12583142,0.0213
Nepal,1973,1009,12852205,0.0328
Nepal,1974,1052,13131260,0.0324
Nepal,1975,1047,13420367,0.0262
Nepal,1976,1071,13719466,0.0205
Nepal,1977,1081,14028535,0.024
Nepal,1978,1105,14347653,0.0229
Nepal,1979,1106,14676932,0.0349
Nepal,1980,1057,15016408,0.036
Nepal,1981,1119,15367229,0.0295
Nepal,1982,1135,15729431,0.0281
Nepal,1983,1076,16100623,0.0306
Nepal,1984,1152,16477488,0.0426
